dataset,rewire,theta,seed,n_added,edge_precision,edge_recall,hallucination,pair_precision,pair_recall,cov_after
wordnet:vehicle.n.01:2,0.1,1.0,9,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,9,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.5,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.55,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.6,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.75,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.85,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.9,10,12,0.6666666666666666,0.8,0.3333333333333333,0.5161290322580645,0.9411764705882353,0.9923664122137404
wordnet:vehicle.n.01:2,0.1,0.95,10,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.0,10,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,10,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,11,14,0.6428571428571429,0.9,0.35714285714285715,0.5862068965517241,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,11,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.0,11,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,1.01,11,0,,0.0,,,0.0,0.8702290076335878
wordnet:vehicle.n.01:2,0.1,0.0,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,12,13,0.6153846153846154,0.8,0.38461538461538464,0.6521739130434783,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,12,0,,0.0,,,0.0,0.8854961832061069
wordnet:vehicle.n.01:2,0.1,1.0,12,0,,0.0,,,0.0,0.8854961832061069
wordnet:vehicle.n.01:2,0.1,1.01,12,0,,0.0,,,0.0,0.8854961832061069
wordnet:vehicle.n.01:2,0.1,0.0,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,13,14,0.6428571428571429,0.9,0.35714285714285715,0.5555555555555556,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.1,1.0,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.1,1.01,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.1,0.0,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.5,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.55,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.6,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.75,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.85,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.9,14,15,0.6666666666666666,1.0,0.3333333333333333,0.7428571428571429,1.0,1.0
wordnet:vehicle.n.01:2,0.1,0.95,14,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.1,1.0,14,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.1,1.01,14,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.2,0.0,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.5,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.55,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.6,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.75,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.85,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.9,0,17,0.4117647058823529,0.7,0.5882352941176471,0.38,0.95,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.95,0,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,0,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,0,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.5,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.55,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.6,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.75,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.85,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.9,1,19,0.47368421052631576,0.9,0.5263157894736842,0.52,0.9629629629629629,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.95,1,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.0,1,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.01,1,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,0.0,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.5,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.55,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.6,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.75,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.85,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.9,2,19,0.47368421052631576,0.9,0.5263157894736842,0.6444444444444445,0.9666666666666667,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.95,2,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.2,1.0,2,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.2,1.01,2,0,,0.0,,,0.0,0.7709923664122137
wordnet:vehicle.n.01:2,0.2,0.0,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.5,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.55,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.6,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.75,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.85,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.9,3,18,0.4444444444444444,0.8,0.5555555555555556,0.3333333333333333,0.9166666666666666,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.95,3,0,,0.0,,,0.0,0.816793893129771
wordnet:vehicle.n.01:2,0.2,1.0,3,0,,0.0,,,0.0,0.816793893129771
wordnet:vehicle.n.01:2,0.2,1.01,3,0,,0.0,,,0.0,0.816793893129771
wordnet:vehicle.n.01:2,0.2,0.0,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.5,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.55,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.6,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.75,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.85,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.9,4,16,0.375,0.6,0.625,0.30120481927710846,0.8928571428571429,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.95,4,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,1.0,4,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,1.01,4,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,0.0,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.5,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.55,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.6,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.75,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.85,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.9,5,19,0.47368421052631576,0.9,0.5263157894736842,0.32142857142857145,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.95,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.2,1.0,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.2,1.01,5,0,,0.0,,,0.0,0.8625954198473282
wordnet:vehicle.n.01:2,0.2,0.0,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.5,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.55,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.6,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.75,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.85,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.9,6,18,0.4444444444444444,0.8,0.5555555555555556,0.3007518796992481,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.95,6,0,,0.0,,,0.0,0.6946564885496184
wordnet:vehicle.n.01:2,0.2,1.0,6,0,,0.0,,,0.0,0.6946564885496184
wordnet:vehicle.n.01:2,0.2,1.01,6,0,,0.0,,,0.0,0.6946564885496184
wordnet:vehicle.n.01:2,0.2,0.0,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.5,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.55,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.6,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.75,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.85,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.9,7,18,0.4444444444444444,0.8,0.5555555555555556,0.5510204081632653,0.9642857142857143,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.95,7,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,1.0,7,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,1.01,7,0,,0.0,,,0.0,0.7862595419847328
wordnet:vehicle.n.01:2,0.2,0.0,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.5,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.55,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.6,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.75,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.85,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.9,8,18,0.4444444444444444,0.8,0.5555555555555556,0.4,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.95,8,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,8,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,8,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.5,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.55,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.6,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.75,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.85,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.9,9,18,0.4444444444444444,0.8,0.5555555555555556,0.4864864864864865,0.9,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.95,9,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,9,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,9,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.5,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.55,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.6,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.75,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.85,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.9,10,18,0.4444444444444444,0.8,0.5555555555555556,0.5208333333333334,0.9615384615384616,0.9923664122137404
wordnet:vehicle.n.01:2,0.2,0.95,10,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.2,1.0,10,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.2,1.01,10,0,,0.0,,,0.0,0.8015267175572519
wordnet:vehicle.n.01:2,0.2,0.0,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.5,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.55,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.6,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.75,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.85,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.9,11,17,0.4117647058823529,0.7,0.5882352941176471,0.36507936507936506,1.0,1.0
wordnet:vehicle.n.01:2,0.2,0.95,11,0,,0.0,,,0.0,0.8244274809160306
wordnet:vehicle.n.01:2,0.2,1.0,11,0,,0.0,,,0.0,0.8244274809160306
wordnet:vehicle.n.01:2,0.2,1.01,11,0,,0.0,,,0.0,0.8244274809160306
wordnet:vehicle.n.01:2,0.2,0.0,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.5,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.55,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.6,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.75,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.85,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.9,12,17,0.4117647058823529,0.7,0.5882352941176471,0.4857142857142857,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.95,12,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,12,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,12,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.5,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.55,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.6,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.75,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.85,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.9,13,15,0.3333333333333333,0.5,0.6666666666666666,0.38636363636363635,0.85,0.9770992366412213
wordnet:vehicle.n.01:2,0.2,0.95,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.0,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,1.01,13,0,,0.0,,,0.0,0.8473282442748091
wordnet:vehicle.n.01:2,0.2,0.0,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.5,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.55,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.6,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.75,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.85,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.9,14,17,0.4117647058823529,0.7,0.5882352941176471,0.6097560975609756,0.9259259259259259,0.9847328244274809
wordnet:vehicle.n.01:2,0.2,0.95,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.0,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.2,1.01,14,0,,0.0,,,0.0,0.7938931297709924
wordnet:vehicle.n.01:2,0.4,0.0,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.5,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.55,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.6,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.75,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.85,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.9,0,29,0.3103448275862069,0.9,0.6896551724137931,0.19393939393939394,1.0,1.0
wordnet:vehicle.n.01:2,0.4,0.95,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,1.0,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,1.01,0,0,,0.0,,,0.0,0.7557251908396947
wordnet:vehicle.n.01:2,0.4,0.0,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.5,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.55,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.6,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.75,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
wordnet:vehicle.n.01:2,0.4,0.85,1,25,0.2,0.5,0.8,0.11347517730496454,0.8888888888888888,0.9847328244274809
