dataset,arm,rho,seed,n_expected,removed,cov_corrupt,cov_repair,cov_single,edge_precision,single_fn,single_fp
wikidata:Q42889:3,E-SO,0.3,11,249,50,0.8232931726907631,1.0,0.8232931726907631,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,12,249,50,0.8152610441767069,1.0,0.8152610441767069,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,13,249,50,0.8393574297188755,1.0,0.8393574297188755,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,14,249,50,0.891566265060241,1.0,0.891566265060241,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,15,249,50,0.8473895582329317,1.0,0.8473895582329317,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,16,249,50,0.8835341365461847,1.0,0.8835341365461847,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,17,249,50,0.8514056224899599,1.0,0.8514056224899599,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,18,249,50,0.8032128514056225,1.0,0.8032128514056225,1.0,0,0
wikidata:Q42889:3,E-SO,0.3,19,249,50,0.8674698795180723,1.0,0.8674698795180723,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,0,249,84,0.6827309236947792,1.0,0.6827309236947792,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,1,249,84,0.7751004016064257,1.0,0.7751004016064257,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,2,249,84,0.7670682730923695,1.0,0.7670682730923695,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,3,249,84,0.7269076305220884,1.0,0.7269076305220884,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,4,249,84,0.678714859437751,1.0,0.678714859437751,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,5,249,84,0.7751004016064257,1.0,0.7751004016064257,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,6,249,84,0.7550200803212851,1.0,0.7550200803212851,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,7,249,84,0.7269076305220884,1.0,0.7269076305220884,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,8,249,84,0.8192771084337349,1.0,0.8192771084337349,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,9,249,84,0.8072289156626506,1.0,0.8072289156626506,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,10,249,84,0.6987951807228916,1.0,0.6987951807228916,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,11,249,84,0.7309236947791165,1.0,0.7309236947791165,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,12,249,84,0.7269076305220884,1.0,0.7269076305220884,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,13,249,84,0.7831325301204819,1.0,0.7831325301204819,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,14,249,84,0.7068273092369478,1.0,0.7068273092369478,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,15,249,84,0.7630522088353414,1.0,0.7630522088353414,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,16,249,84,0.8192771084337349,1.0,0.8192771084337349,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,17,249,84,0.6867469879518072,1.0,0.6867469879518072,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,18,249,84,0.7710843373493976,1.0,0.7710843373493976,1.0,0,0
wikidata:Q42889:3,E-SO,0.5,19,249,84,0.7590361445783133,1.0,0.7590361445783133,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,0,249,117,0.6666666666666666,1.0,0.6666666666666666,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,1,249,117,0.642570281124498,1.0,0.642570281124498,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,2,249,117,0.6345381526104418,1.0,0.6345381526104418,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,3,249,117,0.7068273092369478,1.0,0.7068273092369478,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,4,249,117,0.642570281124498,1.0,0.642570281124498,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,5,249,117,0.6265060240963856,1.0,0.6265060240963856,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,6,249,117,0.606425702811245,1.0,0.606425702811245,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,7,249,117,0.6465863453815262,1.0,0.6465863453815262,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,8,249,117,0.6385542168674698,1.0,0.6385542168674698,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,9,249,117,0.6385542168674698,1.0,0.6385542168674698,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,10,249,117,0.6506024096385542,1.0,0.6506024096385542,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,11,249,117,0.6546184738955824,1.0,0.6546184738955824,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,12,249,117,0.6746987951807228,1.0,0.6746987951807228,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,13,249,117,0.7349397590361446,1.0,0.7349397590361446,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,14,249,117,0.7028112449799196,1.0,0.7028112449799196,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,15,249,117,0.642570281124498,1.0,0.642570281124498,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,16,249,117,0.6144578313253012,1.0,0.6144578313253012,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,17,249,117,0.6626506024096386,1.0,0.6626506024096386,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,18,249,117,0.6867469879518072,1.0,0.6867469879518072,1.0,0,0
wikidata:Q42889:3,E-SO,0.7,19,249,117,0.6144578313253012,1.0,0.6144578313253012,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,0,249,150,0.5421686746987951,1.0,0.5421686746987951,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,1,249,150,0.5863453815261044,1.0,0.5863453815261044,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,2,249,150,0.5502008032128514,1.0,0.5502008032128514,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,3,249,150,0.5341365461847389,1.0,0.5341365461847389,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,4,249,150,0.5622489959839357,1.0,0.5622489959839357,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,5,249,150,0.606425702811245,1.0,0.606425702811245,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,6,249,150,0.5301204819277109,1.0,0.5301204819277109,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,7,249,150,0.5421686746987951,1.0,0.5421686746987951,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,8,249,150,0.5020080321285141,1.0,0.5020080321285141,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,9,249,150,0.5261044176706827,1.0,0.5261044176706827,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,10,249,150,0.5261044176706827,1.0,0.5261044176706827,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,11,249,150,0.5542168674698795,1.0,0.5542168674698795,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,12,249,150,0.5502008032128514,1.0,0.5502008032128514,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,13,249,150,0.5421686746987951,1.0,0.5421686746987951,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,14,249,150,0.5582329317269076,1.0,0.5582329317269076,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,15,249,150,0.5020080321285141,1.0,0.5020080321285141,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,16,249,150,0.5341365461847389,1.0,0.5341365461847389,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,17,249,150,0.5662650602409639,1.0,0.5662650602409639,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,18,249,150,0.5461847389558233,1.0,0.5461847389558233,1.0,0,0
wikidata:Q42889:3,E-SO,0.9,19,249,150,0.5100401606425703,1.0,0.5100401606425703,1.0,0,0
wikidata:Q42889:3,E-HE,0.0,0,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,1,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,2,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,3,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,4,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,5,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,6,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,7,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,8,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,9,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,10,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,11,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,12,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,13,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,14,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,15,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,16,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,17,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,18,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.0,19,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HE,0.1,0,249,12,0.9036144578313253,0.9036144578313253,0.9036144578313253,,0,0
wikidata:Q42889:3,E-HE,0.1,1,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,2,249,12,0.8955823293172691,0.8955823293172691,0.8955823293172691,,0,0
wikidata:Q42889:3,E-HE,0.1,3,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,4,249,12,0.8955823293172691,0.8955823293172691,0.8955823293172691,,0,0
wikidata:Q42889:3,E-HE,0.1,5,249,12,0.9036144578313253,0.9036144578313253,0.9036144578313253,,0,0
wikidata:Q42889:3,E-HE,0.1,6,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,7,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,8,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,9,249,12,0.9036144578313253,0.9036144578313253,0.9036144578313253,,0,0
wikidata:Q42889:3,E-HE,0.1,10,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,11,249,12,0.9036144578313253,0.9036144578313253,0.9036144578313253,,0,0
wikidata:Q42889:3,E-HE,0.1,12,249,12,0.8955823293172691,0.8955823293172691,0.8955823293172691,,0,0
wikidata:Q42889:3,E-HE,0.1,13,249,12,0.8955823293172691,0.8955823293172691,0.8955823293172691,,0,0
wikidata:Q42889:3,E-HE,0.1,14,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,15,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,16,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,17,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.1,18,249,12,0.8955823293172691,0.8955823293172691,0.8955823293172691,,0,0
wikidata:Q42889:3,E-HE,0.1,19,249,12,0.8995983935742972,0.8995983935742972,0.8995983935742972,,0,0
wikidata:Q42889:3,E-HE,0.2,0,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,1,249,24,0.7951807228915663,0.7951807228915663,0.7951807228915663,,0,0
wikidata:Q42889:3,E-HE,0.2,2,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,3,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,4,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,5,249,24,0.7911646586345381,0.7911646586345381,0.7911646586345381,,0,0
wikidata:Q42889:3,E-HE,0.2,6,249,24,0.7951807228915663,0.7951807228915663,0.7951807228915663,,0,0
wikidata:Q42889:3,E-HE,0.2,7,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,8,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,9,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,10,249,24,0.7951807228915663,0.7951807228915663,0.7951807228915663,,0,0
wikidata:Q42889:3,E-HE,0.2,11,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,12,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,13,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,14,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,15,249,24,0.8032128514056225,0.8032128514056225,0.8032128514056225,,0,0
wikidata:Q42889:3,E-HE,0.2,16,249,24,0.8072289156626506,0.8072289156626506,0.8072289156626506,,0,0
wikidata:Q42889:3,E-HE,0.2,17,249,24,0.7951807228915663,0.7951807228915663,0.7951807228915663,,0,0
wikidata:Q42889:3,E-HE,0.2,18,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.2,19,249,24,0.7991967871485943,0.7991967871485943,0.7991967871485943,,0,0
wikidata:Q42889:3,E-HE,0.3,0,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,1,249,36,0.6907630522088354,0.6907630522088354,0.6907630522088354,,0,0
wikidata:Q42889:3,E-HE,0.3,2,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,3,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,4,249,36,0.6987951807228916,0.6987951807228916,0.6987951807228916,,0,0
wikidata:Q42889:3,E-HE,0.3,5,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,6,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,7,249,36,0.6987951807228916,0.6987951807228916,0.6987951807228916,,0,0
wikidata:Q42889:3,E-HE,0.3,8,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,9,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,10,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,11,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,12,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,13,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,14,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,15,249,36,0.6947791164658634,0.6947791164658634,0.6947791164658634,,0,0
wikidata:Q42889:3,E-HE,0.3,16,249,36,0.6987951807228916,0.6987951807228916,0.6987951807228916,,0,0
wikidata:Q42889:3,E-HE,0.3,17,249,36,0.6987951807228916,0.6987951807228916,0.6987951807228916,,0,0
wikidata:Q42889:3,E-HE,0.3,18,249,36,0.7028112449799196,0.7028112449799196,0.7028112449799196,,0,0
wikidata:Q42889:3,E-HE,0.3,19,249,36,0.6907630522088354,0.6907630522088354,0.6907630522088354,,0,0
wikidata:Q42889:3,E-HE,0.5,0,249,60,0.5060240963855421,0.5060240963855421,0.5060240963855421,,0,0
wikidata:Q42889:3,E-HE,0.5,1,249,60,0.5100401606425703,0.5100401606425703,0.5100401606425703,,0,0
wikidata:Q42889:3,E-HE,0.5,2,249,60,0.5020080321285141,0.5020080321285141,0.5020080321285141,,0,0
wikidata:Q42889:3,E-HE,0.5,3,249,60,0.4939759036144578,0.4939759036144578,0.4939759036144578,,0,0
wikidata:Q42889:3,E-HE,0.5,4,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,5,249,60,0.5020080321285141,0.5020080321285141,0.5020080321285141,,0,0
wikidata:Q42889:3,E-HE,0.5,6,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,7,249,60,0.4939759036144578,0.4939759036144578,0.4939759036144578,,0,0
wikidata:Q42889:3,E-HE,0.5,8,249,60,0.5020080321285141,0.5020080321285141,0.5020080321285141,,0,0
wikidata:Q42889:3,E-HE,0.5,9,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,10,249,60,0.5020080321285141,0.5020080321285141,0.5020080321285141,,0,0
wikidata:Q42889:3,E-HE,0.5,11,249,60,0.5060240963855421,0.5060240963855421,0.5060240963855421,,0,0
wikidata:Q42889:3,E-HE,0.5,12,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,13,249,60,0.4939759036144578,0.4939759036144578,0.4939759036144578,,0,0
wikidata:Q42889:3,E-HE,0.5,14,249,60,0.4939759036144578,0.4939759036144578,0.4939759036144578,,0,0
wikidata:Q42889:3,E-HE,0.5,15,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,16,249,60,0.4939759036144578,0.4939759036144578,0.4939759036144578,,0,0
wikidata:Q42889:3,E-HE,0.5,17,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.5,18,249,60,0.5060240963855421,0.5060240963855421,0.5060240963855421,,0,0
wikidata:Q42889:3,E-HE,0.5,19,249,60,0.4979919678714859,0.4979919678714859,0.4979919678714859,,0,0
wikidata:Q42889:3,E-HE,0.7,0,249,84,0.2891566265060241,0.2891566265060241,0.2891566265060241,,0,0
wikidata:Q42889:3,E-HE,0.7,1,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,2,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,3,249,84,0.2931726907630522,0.2931726907630522,0.2931726907630522,,0,0
wikidata:Q42889:3,E-HE,0.7,4,249,84,0.30120481927710846,0.30120481927710846,0.30120481927710846,,0,0
wikidata:Q42889:3,E-HE,0.7,5,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,6,249,84,0.30522088353413657,0.30522088353413657,0.30522088353413657,,0,0
wikidata:Q42889:3,E-HE,0.7,7,249,84,0.2891566265060241,0.2891566265060241,0.2891566265060241,,0,0
wikidata:Q42889:3,E-HE,0.7,8,249,84,0.30120481927710846,0.30120481927710846,0.30120481927710846,,0,0
wikidata:Q42889:3,E-HE,0.7,9,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,10,249,84,0.30120481927710846,0.30120481927710846,0.30120481927710846,,0,0
wikidata:Q42889:3,E-HE,0.7,11,249,84,0.3172690763052209,0.3172690763052209,0.3172690763052209,,0,0
wikidata:Q42889:3,E-HE,0.7,12,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,13,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,14,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,15,249,84,0.30522088353413657,0.30522088353413657,0.30522088353413657,,0,0
wikidata:Q42889:3,E-HE,0.7,16,249,84,0.2971887550200803,0.2971887550200803,0.2971887550200803,,0,0
wikidata:Q42889:3,E-HE,0.7,17,249,84,0.30120481927710846,0.30120481927710846,0.30120481927710846,,0,0
wikidata:Q42889:3,E-HE,0.7,18,249,84,0.30120481927710846,0.30120481927710846,0.30120481927710846,,0,0
wikidata:Q42889:3,E-HE,0.7,19,249,84,0.30522088353413657,0.30522088353413657,0.30522088353413657,,0,0
wikidata:Q42889:3,E-HE,0.9,0,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,1,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,2,249,108,0.10441767068273092,0.10441767068273092,0.10441767068273092,,0,0
wikidata:Q42889:3,E-HE,0.9,3,249,108,0.10441767068273092,0.10441767068273092,0.10441767068273092,,0,0
wikidata:Q42889:3,E-HE,0.9,4,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,5,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,6,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,7,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,8,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,9,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,10,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,11,249,108,0.10441767068273092,0.10441767068273092,0.10441767068273092,,0,0
wikidata:Q42889:3,E-HE,0.9,12,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,13,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,14,249,108,0.11244979919678715,0.11244979919678715,0.11244979919678715,,0,0
wikidata:Q42889:3,E-HE,0.9,15,249,108,0.10441767068273092,0.10441767068273092,0.10441767068273092,,0,0
wikidata:Q42889:3,E-HE,0.9,16,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,17,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HE,0.9,18,249,108,0.0963855421686747,0.0963855421686747,0.0963855421686747,,0,0
wikidata:Q42889:3,E-HE,0.9,19,249,108,0.10040160642570281,0.10040160642570281,0.10040160642570281,,0,0
wikidata:Q42889:3,E-HX,0.0,0,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,1,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,2,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,3,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,4,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,5,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,6,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,7,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,8,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,9,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,10,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,11,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,12,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,13,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,14,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,15,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,16,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,17,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,18,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.0,19,249,0,1.0,1.0,1.0,,0,0
wikidata:Q42889:3,E-HX,0.1,0,249,16,0.9518072289156626,1.0,1.0,1.0,12,0
wikidata:Q42889:3,E-HX,0.1,1,249,16,0.4899598393574297,1.0,1.0,1.0,127,0
wikidata:Q42889:3,E-HX,0.1,2,249,16,0.4779116465863454,1.0,1.0,1.0,130,0
wikidata:Q42889:3,E-HX,0.1,3,249,16,0.963855421686747,1.0,1.0,1.0,9,0
wikidata:Q42889:3,E-HX,0.1,4,249,16,0.9437751004016064,1.0,1.0,1.0,14,0
wikidata:Q42889:3,E-HX,0.1,5,249,16,0.963855421686747,1.0,1.0,1.0,9,0
wikidata:Q42889:3,E-HX,0.1,6,249,16,0.9076305220883534,1.0,1.0,1.0,23,0
wikidata:Q42889:3,E-HX,0.1,7,249,16,0.9477911646586346,1.0,1.0,1.0,13,0
wikidata:Q42889:3,E-HX,0.1,8,249,16,0.9477911646586346,1.0,1.0,1.0,13,0
wikidata:Q42889:3,E-HX,0.1,9,249,16,0.9518072289156626,1.0,1.0,1.0,12,0
wikidata:Q42889:3,E-HX,0.1,10,249,16,0.9678714859437751,1.0,1.0,1.0,8,0
wikidata:Q42889:3,E-HX,0.1,11,249,16,0.9759036144578314,1.0,1.0,1.0,6,0
wikidata:Q42889:3,E-HX,0.1,12,249,16,0.9357429718875502,1.0,1.0,1.0,16,0
wikidata:Q42889:3,E-HX,0.1,13,249,16,0.9236947791164659,1.0,1.0,1.0,19,0
wikidata:Q42889:3,E-HX,0.1,14,249,16,0.9839357429718876,1.0,1.0,1.0,4,0
wikidata:Q42889:3,E-HX,0.1,15,249,16,0.4738955823293173,1.0,1.0,1.0,131,0
wikidata:Q42889:3,E-HX,0.1,16,249,16,0.9718875502008032,1.0,1.0,1.0,7,0
wikidata:Q42889:3,E-HX,0.1,17,249,16,0.9196787148594378,1.0,1.0,1.0,20,0
wikidata:Q42889:3,E-HX,0.1,18,249,16,0.9116465863453815,1.0,1.0,1.0,22,0
wikidata:Q42889:3,E-HX,0.1,19,249,16,0.9718875502008032,1.0,1.0,1.0,7,0
wikidata:Q42889:3,E-HX,0.2,0,249,32,0.8393574297188755,1.0,1.0,1.0,40,0
wikidata:Q42889:3,E-HX,0.2,1,249,32,0.42168674698795183,1.0,1.0,1.0,144,0
