dataset,arm,rho,seed,n_expected,removed,cov_corrupt,cov_repair,cov_single,edge_precision,single_fn,single_fp
wordnet:vehicle.n.01:2,E-SO,0.0,8,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,9,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,10,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,11,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,12,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,13,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,14,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,15,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,16,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,17,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,18,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.0,19,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,0,131,5,0.916030534351145,1.0,0.916030534351145,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,1,131,5,0.9007633587786259,1.0,0.9007633587786259,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,2,131,5,0.9236641221374046,1.0,0.9236641221374046,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,3,131,5,0.9312977099236641,1.0,0.9312977099236641,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,4,131,5,0.9465648854961832,1.0,0.9465648854961832,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,5,131,5,0.8473282442748091,1.0,0.8473282442748091,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,6,131,5,0.8702290076335878,1.0,0.8702290076335878,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,7,131,5,0.9389312977099237,1.0,0.9389312977099237,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,8,131,5,0.9389312977099237,1.0,0.9389312977099237,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,9,131,5,0.9236641221374046,1.0,0.9236641221374046,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,10,131,5,0.9007633587786259,1.0,0.9007633587786259,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,11,131,5,0.9312977099236641,1.0,0.9312977099236641,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,12,131,5,0.9465648854961832,1.0,0.9465648854961832,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,13,131,5,0.8625954198473282,1.0,0.8625954198473282,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,14,131,5,0.9236641221374046,1.0,0.9236641221374046,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,15,131,5,0.9389312977099237,1.0,0.9389312977099237,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,16,131,5,0.9389312977099237,1.0,0.9389312977099237,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,17,131,5,0.9236641221374046,1.0,0.9236641221374046,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,18,131,5,0.9389312977099237,1.0,0.9389312977099237,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.1,19,131,5,0.9236641221374046,1.0,0.9236641221374046,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,0,131,10,0.816793893129771,1.0,0.816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,1,131,10,0.8091603053435115,1.0,0.8091603053435115,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,2,131,10,0.8320610687022901,1.0,0.8320610687022901,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,3,131,10,0.8015267175572519,1.0,0.8015267175572519,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,4,131,10,0.8473282442748091,1.0,0.8473282442748091,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,5,131,10,0.8320610687022901,1.0,0.8320610687022901,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,6,131,10,0.8396946564885496,1.0,0.8396946564885496,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,7,131,10,0.8473282442748091,1.0,0.8473282442748091,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,8,131,10,0.7709923664122137,1.0,0.7709923664122137,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,9,131,10,0.8702290076335878,1.0,0.8702290076335878,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,10,131,10,0.7633587786259542,1.0,0.7633587786259542,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,11,131,10,0.8702290076335878,1.0,0.8702290076335878,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,12,131,10,0.7786259541984732,1.0,0.7786259541984732,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,13,131,10,0.7938931297709924,1.0,0.7938931297709924,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,14,131,10,0.8702290076335878,1.0,0.8702290076335878,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,15,131,10,0.8854961832061069,1.0,0.8854961832061069,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,16,131,10,0.8473282442748091,1.0,0.8473282442748091,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,17,131,10,0.7786259541984732,1.0,0.7786259541984732,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,18,131,10,0.8625954198473282,1.0,0.8625954198473282,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.2,19,131,10,0.8015267175572519,1.0,0.8015267175572519,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,0,131,15,0.7480916030534351,1.0,0.7480916030534351,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,1,131,15,0.7862595419847328,1.0,0.7862595419847328,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,2,131,15,0.6641221374045801,1.0,0.6641221374045801,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,3,131,15,0.7938931297709924,1.0,0.7938931297709924,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,4,131,15,0.7022900763358778,1.0,0.7022900763358778,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,5,131,15,0.732824427480916,1.0,0.732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,6,131,15,0.7938931297709924,1.0,0.7938931297709924,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,7,131,15,0.6946564885496184,1.0,0.6946564885496184,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,8,131,15,0.7938931297709924,1.0,0.7938931297709924,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,9,131,15,0.8015267175572519,1.0,0.8015267175572519,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,10,131,15,0.7175572519083969,1.0,0.7175572519083969,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,11,131,15,0.7175572519083969,1.0,0.7175572519083969,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,12,131,15,0.7709923664122137,1.0,0.7709923664122137,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,13,131,15,0.7175572519083969,1.0,0.7175572519083969,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,14,131,15,0.7938931297709924,1.0,0.7938931297709924,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,15,131,15,0.8015267175572519,1.0,0.8015267175572519,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,16,131,15,0.7022900763358778,1.0,0.7022900763358778,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,17,131,15,0.7709923664122137,1.0,0.7709923664122137,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,18,131,15,0.8015267175572519,1.0,0.8015267175572519,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.3,19,131,15,0.7175572519083969,1.0,0.7175572519083969,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,0,131,26,0.6183206106870229,1.0,0.6183206106870229,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,1,131,26,0.648854961832061,1.0,0.648854961832061,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,2,131,26,0.6106870229007634,1.0,0.6106870229007634,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,3,131,26,0.6030534351145038,1.0,0.6030534351145038,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,4,131,26,0.5725190839694656,1.0,0.5725190839694656,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,5,131,26,0.6030534351145038,1.0,0.6030534351145038,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,6,131,26,0.648854961832061,1.0,0.648854961832061,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,7,131,26,0.6335877862595419,1.0,0.6335877862595419,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,8,131,26,0.5801526717557252,1.0,0.5801526717557252,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,9,131,26,0.648854961832061,1.0,0.648854961832061,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,10,131,26,0.6641221374045801,1.0,0.6641221374045801,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,11,131,26,0.6335877862595419,1.0,0.6335877862595419,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,12,131,26,0.5343511450381679,1.0,0.5343511450381679,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,13,131,26,0.5725190839694656,1.0,0.5725190839694656,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,14,131,26,0.5954198473282443,1.0,0.5954198473282443,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,15,131,26,0.5648854961832062,1.0,0.5648854961832062,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,16,131,26,0.5725190839694656,1.0,0.5725190839694656,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,17,131,26,0.6183206106870229,1.0,0.6183206106870229,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,18,131,26,0.5801526717557252,1.0,0.5801526717557252,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.5,19,131,26,0.6030534351145038,1.0,0.6030534351145038,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,0,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,1,131,36,0.48854961832061067,1.0,0.48854961832061067,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,2,131,36,0.4580152671755725,1.0,0.4580152671755725,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,3,131,36,0.46564885496183206,1.0,0.46564885496183206,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,4,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,5,131,36,0.46564885496183206,1.0,0.46564885496183206,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,6,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,7,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,8,131,36,0.46564885496183206,1.0,0.46564885496183206,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,9,131,36,0.5038167938931297,1.0,0.5038167938931297,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,10,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,11,131,36,0.46564885496183206,1.0,0.46564885496183206,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,12,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,13,131,36,0.5038167938931297,1.0,0.5038167938931297,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,14,131,36,0.46564885496183206,1.0,0.46564885496183206,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,15,131,36,0.5038167938931297,1.0,0.5038167938931297,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,16,131,36,0.4732824427480916,1.0,0.4732824427480916,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,17,131,36,0.4961832061068702,1.0,0.4961832061068702,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,18,131,36,0.4580152671755725,1.0,0.4580152671755725,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.7,19,131,36,0.5190839694656488,1.0,0.5190839694656488,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,0,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,1,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,2,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,3,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,4,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,5,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,6,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,7,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,8,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,9,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,10,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,11,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,12,131,46,0.3969465648854962,1.0,0.3969465648854962,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,13,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,14,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,15,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,16,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,17,131,46,0.3893129770992366,1.0,0.3893129770992366,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,18,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-SO,0.9,19,131,46,0.3816793893129771,1.0,0.3816793893129771,1.0,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,0,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,1,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,2,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,3,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,4,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,5,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,6,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,7,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,8,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,9,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,10,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,11,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,12,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,13,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,14,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,15,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,16,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,17,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,18,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.0,19,131,0,1.0,1.0,1.0,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,0,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,1,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,2,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,3,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,4,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,5,131,5,0.8931297709923665,0.8931297709923665,0.8931297709923665,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,6,131,5,0.9007633587786259,0.9007633587786259,0.9007633587786259,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,7,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,8,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,9,131,5,0.8931297709923665,0.8931297709923665,0.8931297709923665,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,10,131,5,0.9007633587786259,0.9007633587786259,0.9007633587786259,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,11,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,12,131,5,0.9083969465648855,0.9083969465648855,0.9083969465648855,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,13,131,5,0.8931297709923665,0.8931297709923665,0.8931297709923665,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,14,131,5,0.8931297709923665,0.8931297709923665,0.8931297709923665,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,15,131,5,0.9007633587786259,0.9007633587786259,0.9007633587786259,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,16,131,5,0.8931297709923665,0.8931297709923665,0.8931297709923665,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,17,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,18,131,5,0.9007633587786259,0.9007633587786259,0.9007633587786259,,0,0
wordnet:vehicle.n.01:2,E-HE,0.1,19,131,5,0.8854961832061069,0.8854961832061069,0.8854961832061069,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,0,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,1,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,2,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,3,131,9,0.8015267175572519,0.8015267175572519,0.8015267175572519,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,4,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,5,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,6,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,7,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,8,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,9,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,10,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,11,131,9,0.816793893129771,0.816793893129771,0.816793893129771,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,12,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,13,131,9,0.816793893129771,0.816793893129771,0.816793893129771,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,14,131,9,0.7938931297709924,0.7938931297709924,0.7938931297709924,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,15,131,9,0.8091603053435115,0.8091603053435115,0.8091603053435115,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,16,131,9,0.8015267175572519,0.8015267175572519,0.8015267175572519,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,17,131,9,0.8015267175572519,0.8015267175572519,0.8015267175572519,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,18,131,9,0.8015267175572519,0.8015267175572519,0.8015267175572519,,0,0
wordnet:vehicle.n.01:2,E-HE,0.2,19,131,9,0.8015267175572519,0.8015267175572519,0.8015267175572519,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,0,131,14,0.6870229007633588,0.6870229007633588,0.6870229007633588,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,1,131,14,0.7022900763358778,0.7022900763358778,0.7022900763358778,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,2,131,14,0.7022900763358778,0.7022900763358778,0.7022900763358778,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,3,131,14,0.7251908396946565,0.7251908396946565,0.7251908396946565,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,4,131,14,0.6870229007633588,0.6870229007633588,0.6870229007633588,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,5,131,14,0.7099236641221374,0.7099236641221374,0.7099236641221374,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,6,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,7,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,8,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,9,131,14,0.7175572519083969,0.7175572519083969,0.7175572519083969,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,10,131,14,0.6870229007633588,0.6870229007633588,0.6870229007633588,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,11,131,14,0.7022900763358778,0.7022900763358778,0.7022900763358778,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,12,131,14,0.7099236641221374,0.7099236641221374,0.7099236641221374,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,13,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,14,131,14,0.7099236641221374,0.7099236641221374,0.7099236641221374,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,15,131,14,0.7251908396946565,0.7251908396946565,0.7251908396946565,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,16,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,17,131,14,0.6946564885496184,0.6946564885496184,0.6946564885496184,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,18,131,14,0.7099236641221374,0.7099236641221374,0.7099236641221374,,0,0
wordnet:vehicle.n.01:2,E-HE,0.3,19,131,14,0.6793893129770993,0.6793893129770993,0.6793893129770993,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,0,131,23,0.5190839694656488,0.5190839694656488,0.5190839694656488,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,1,131,23,0.48854961832061067,0.48854961832061067,0.48854961832061067,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,2,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,3,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,4,131,23,0.5190839694656488,0.5190839694656488,0.5190839694656488,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,5,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,6,131,23,0.48854961832061067,0.48854961832061067,0.48854961832061067,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,7,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,8,131,23,0.5267175572519084,0.5267175572519084,0.5267175572519084,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,9,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,10,131,23,0.5190839694656488,0.5190839694656488,0.5190839694656488,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,11,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,12,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,13,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,14,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,15,131,23,0.5038167938931297,0.5038167938931297,0.5038167938931297,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,16,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,17,131,23,0.5190839694656488,0.5190839694656488,0.5190839694656488,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,18,131,23,0.5114503816793893,0.5114503816793893,0.5114503816793893,,0,0
wordnet:vehicle.n.01:2,E-HE,0.5,19,131,23,0.5190839694656488,0.5190839694656488,0.5190839694656488,,0,0
wordnet:vehicle.n.01:2,E-HE,0.7,0,131,32,0.3053435114503817,0.3053435114503817,0.3053435114503817,,0,0
